FOLIO,ENT,FAC_ELE,EST_DIS,UPM_DIS,biare,conf_gente,conf_conoce,cuenta_fami,cuenta_no_fami,f_reun_soc,f_reun_iglesia,f_reun_comp_esc,f_reun_depor,f_reun_comp_trab,f_reun_familiares,f_reun_ami_parej,f_reun_otr_ami,p_vecinos_padres,p_ong,p_voluntariado,p_autoayuda,p_org_depor,p_sindicato,p_filantropia,vecinos_nombre,apoyo_no _famil,donativo_org_apoyo,donativo_org_amb,trab_volun,asist_iglesia,org_iglesia
03542,04,442,048,0000621,7,6,8,1,0,1,2,1,1,3,1,1,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0
03543,04,773,048,0000622,10,8,9,1,1,1,1,1,1,5,4,1,1,0,0,0,0,0,0,0,7,1,0,1,0,1,0
03544,04,387,048,0000622,10,5,5,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0
03545,04,370,048,0000622,9,5,8,1,1,2,2,3,2,2,3,4,4,0,0,0,0,0,0,0,7,1,1,1,1,0,0
03546,04,370,048,0000622,6,5,8,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
03547,04,387,048,0000622,9,5,5,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
03548,04,387,048,0000622,10,0,10,1,0,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03549,04,193,048,0000622,7,0,6,1,0,1,1,3,4,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03550,04,193,048,0000622,10,10,10,1,0,1,2,1,1,1,2,2,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0
03551,04,193,048,0000622,9,5,9,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,1,1,1,1
03552,04,773,048,0000622,8,0,6,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03553,04,193,048,0000622,8,0,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03554,04,387,048,0000622,9,5,6,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0
03555,04,370,048,0000622,10,8,9,1,0,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
03556,04,387,048,0000622,8,8,8,1,1,2,2,2,1,3,2,2,3,0,0,0,1,0,0,0,7,1,1,1,1,0,0
03557,04,387,048,0000622,10,5,7,1,1,1,2,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1,1,0
03558,04,555,048,0000622,2,2,10,1,1,1,1,1,1,3,5,1,3,0,0,0,0,0,0,0,6,1,0,0,0,1,0
03559,04,370,048,0000622,8,3,6,1,0,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03560,04,193,048,0000622,10,8,10,1,1,5,5,1,1,4,4,1,3,0,0,0,1,0,0,0,3,1,1,1,1,1,1
03561,04,247,038,0000623,8,8,8,1,1,2,3,1,1,2,1,1,1,0,0,0,0,0,0,0,7,1,0,0,1,1,0
03562,04,258,038,0000623,3,2,10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
03563,04,516,038,0000623,7,4,7,1,1,1,1,2,1,2,5,1,2,0,0,0,0,0,0,0,7,1,0,0,1,0,0
03564,04,516,038,0000623,9,5,7,1,1,1,1,2,1,3,5,2,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03565,04,247,038,0000623,10,0,10,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
03566,04,446,050,0000624,8,9,9,1,1,3,3,2,1,1,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03567,04,466,050,0000624,7,9,8,1,1,3,2,1,1,4,4,3,3,0,0,0,0,0,0,0,6,1,0,0,0,1,0
03568,04,892,050,0000624,10,7,9,1,1,1,1,1,1,5,5,4,1,0,0,0,0,1,0,0,7,1,0,0,0,0,0
03569,04,932,050,0000624,9,8,9,1,1,2,2,2,2,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03570,04,446,050,0000624,7,9,10,1,0,3,4,1,2,4,4,2,3,0,0,0,0,0,0,0,7,1,1,0,0,1,1
03571,04,233,050,0000624,9,4,9,1,1,2,1,2,1,4,4,1,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0
03572,04,699,050,0000624,8,5,10,1,1,1,3,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,1,1,1
03573,04,892,050,0000624,10,7,9,1,1,4,1,1,5,3,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03574,04,932,050,0000624,9,8,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0
03575,04,466,050,0000624,9,8,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
03576,04,223,050,0000624,9,6,7,1,1,2,2,1,1,1,2,1,1,0,0,0,0,0,1,0,7,1,0,0,0,1,0
03577,04,669,050,0000624,8,0,5,1,1,1,1,1,1,1,3,2,2,0,0,0,0,1,0,0,7,1,1,0,0,0,0
03578,04,466,050,0000624,8,8,9,1,1,1,1,1,1,4,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
03579,04,466,050,0000624,0,0,10,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
03580,04,446,050,0000624,5,9,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03581,04,466,050,0000624,10,5,8,1,1,5,1,1,1,1,5,1,5,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03582,04,223,050,0000624,9,4,9,1,0,1,1,1,2,1,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
03583,04,632,050,0000625,8,5,8,1,1,2,4,1,1,4,3,2,5,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03584,04,632,050,0000625,8,0,7,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
03585,04,316,050,0000625,9,7,6,1,1,1,4,1,3,2,5,1,1,0,0,0,0,0,1,0,7,1,1,0,0,1,1
03586,04,2213,050,0000625,8,2,7,1,1,2,5,2,3,1,4,4,3,0,0,0,0,0,0,0,5,0,0,0,0,1,0
03587,04,632,050,0000625,9,6,6,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03588,04,632,050,0000625,10,7,9,1,1,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,3,0,1,0,0,1,0
03589,04,605,050,0000625,9,6,5,1,1,3,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03590,04,632,050,0000625,5,8,8,1,1,2,2,1,1,1,4,3,2,0,0,0,0,0,0,0,7,1,1,0,0,1,0
03591,04,908,050,0000625,10,7,10,1,1,1,1,3,1,4,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03592,04,632,050,0000625,9,7,9,1,1,2,2,1,1,1,3,2,2,0,0,0,0,0,0,0,7,1,1,0,0,1,0
03593,04,632,050,0000625,5,7,10,1,0,2,2,1,1,1,2,2,2,0,0,0,0,0,0,0,7,1,1,0,0,1,1
03594,04,632,050,0000625,6,4,7,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03595,04,632,050,0000625,10,5,8,1,1,3,4,2,1,3,4,3,4,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03596,04,605,050,0000625,8,4,7,1,0,1,1,1,1,3,5,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
03597,04,316,050,0000625,7,3,3,1,0,2,2,1,3,1,3,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
03598,04,605,050,0000625,9,5,5,1,0,1,5,3,3,1,1,2,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
03599,04,316,050,0000625,9,4,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0
03600,04,632,050,0000625,8,2,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,1
03601,04,763,050,0000626,8,4,5,1,1,2,1,2,2,3,4,1,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03602,04,487,050,0000626,9,8,8,1,1,2,3,5,1,4,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03603,04,243,050,0000626,9,0,7,1,0,1,2,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03604,04,509,050,0000626,9,8,8,1,1,1,1,1,1,1,4,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
03605,04,730,050,0000626,10,8,10,0,1,1,3,1,1,1,3,3,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03606,04,974,050,0000626,10,5,8,1,1,1,1,1,1,3,3,1,3,0,0,0,0,0,0,0,7,1,0,0,1,0,0
03607,04,1460,050,0000626,9,7,8,1,1,2,3,1,1,2,2,1,1,0,0,0,0,0,0,0,7,1,1,1,1,1,0
03608,04,487,050,0000626,5,3,5,1,1,1,2,5,1,4,5,5,2,0,0,0,0,0,0,0,7,0,1,0,0,1,1
03609,04,763,050,0000626,10,7,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,0,1,0,0
03610,04,243,050,0000626,10,3,7,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,1,0,7,1,1,1,1,0,0
03611,04,509,050,0000626,2,0,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,1,0,1,0
03612,04,509,050,0000626,9,7,8,1,1,2,1,1,2,3,5,4,2,0,0,0,0,0,1,0,7,1,0,0,0,1,0
03613,04,509,050,0000626,8,7,7,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03614,04,763,050,0000626,10,5,8,1,1,1,1,1,1,2,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03615,04,274,050,0000627,9,7,8,1,1,1,4,1,1,1,4,1,3,0,0,0,0,0,0,0,7,1,1,1,1,1,1
03616,04,547,050,0000627,8,0,10,1,1,2,1,2,3,2,5,5,1,0,0,0,0,0,0,0,7,0,1,0,1,1,0
03617,04,286,050,0000627,10,5,5,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03618,04,547,050,0000627,5,5,5,1,0,2,2,1,1,1,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03619,04,286,050,0000627,7,3,5,1,1,2,2,1,1,1,4,1,2,0,0,0,0,0,0,0,7,1,1,0,0,1,0
03620,04,1095,050,0000627,5,7,9,1,1,3,1,1,4,3,1,5,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03621,04,1144,050,0000627,10,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03622,04,547,050,0000627,9,5,10,1,0,1,2,1,1,1,2,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03623,04,547,050,0000627,8,3,8,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,1,0,7,1,0,0,1,1,0
03624,04,821,050,0000627,8,4,8,0,1,3,1,2,1,4,3,1,2,0,0,0,0,0,0,0,7,1,0,0,1,0,0
03625,04,821,050,0000627,9,9,10,1,1,4,4,2,4,2,5,5,5,0,0,1,0,1,0,0,7,1,1,0,1,1,1
03626,04,572,050,0000627,7,4,8,1,1,1,1,1,1,1,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03627,04,547,050,0000627,8,9,10,1,1,3,1,1,3,2,3,1,3,0,0,0,0,0,0,0,7,0,0,0,1,0,0
03628,04,274,050,0000627,10,2,4,1,1,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03629,04,286,050,0000627,8,5,5,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03630,04,572,050,0000627,8,6,8,1,0,1,2,2,1,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03631,04,1642,050,0000627,10,7,9,1,1,1,2,1,3,4,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1,1,0
03632,04,278,050,0000628,8,9,10,1,1,1,3,1,1,2,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03633,04,266,050,0000628,8,8,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,6,1,0,0,0,1,0
03634,04,531,050,0000628,8,7,7,1,1,2,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03635,04,531,050,0000628,6,5,6,1,1,2,1,2,2,2,4,1,4,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03636,04,797,050,0000628,8,0,5,1,1,1,2,1,3,5,5,2,5,0,0,0,0,1,0,0,4,1,1,0,0,1,0
03637,04,555,050,0000628,9,8,9,1,0,2,2,1,2,1,3,1,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03638,04,531,050,0000628,9,8,9,1,1,3,3,1,1,2,3,2,1,0,0,0,0,0,0,0,7,1,1,0,0,0,1
03639,04,531,050,0000628,8,5,7,1,1,2,2,4,4,4,4,3,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03640,04,555,050,0000628,9,7,6,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03641,04,1594,050,0000628,7,7,8,1,1,3,4,2,2,4,4,4,2,0,0,0,0,0,0,0,6,1,0,0,0,1,0
03642,04,833,050,0000628,10,5,9,1,1,3,3,1,3,3,4,1,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0
03643,04,1665,050,0000628,9,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0
03644,04,555,050,0000628,10,0,10,1,0,2,2,2,1,1,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03645,04,531,050,0000628,8,7,8,1,1,3,4,5,3,5,4,3,5,0,0,0,0,1,0,0,7,1,1,0,1,1,0
03646,04,833,050,0000628,3,0,10,1,0,3,3,2,1,1,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0
03647,04,555,050,0000628,10,5,7,1,1,1,3,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03648,04,663,050,0000629,5,5,7,1,0,1,1,1,1,4,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03649,04,663,050,0000629,8,3,5,1,0,1,2,2,2,1,3,2,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03650,04,317,050,0000629,10,7,10,1,1,5,5,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
03651,04,663,050,0000629,5,4,7,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0
03652,04,331,050,0000629,8,3,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03653,04,1657,050,0000629,5,2,3,1,1,1,3,2,2,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03654,04,317,050,0000629,8,5,6,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,7,1,0,0,1,1,0
03655,04,663,050,0000629,7,5,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03656,04,634,050,0000629,10,5,8,1,1,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03657,04,663,050,0000629,10,5,5,1,1,3,2,1,1,1,3,3,3,0,0,0,0,0,0,0,7,1,0,0,1,1,0
03658,04,663,050,0000629,7,6,7,1,0,2,1,3,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03659,04,952,050,0000629,5,8,10,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0
03660,04,994,050,0000629,8,2,3,1,1,2,1,1,1,3,4,1,1,1,1,0,0,0,0,0,7,1,1,1,1,0,0
03661,04,994,050,0000629,8,7,9,1,1,1,2,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03662,04,331,050,0000629,4,0,2,0,1,4,4,3,3,3,3,1,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03663,04,634,050,0000629,8,4,10,1,0,1,2,1,1,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0
03664,04,1000,050,0000630,2,3,3,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03665,04,348,050,0000630,6,0,0,1,0,1,4,2,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
03666,04,1333,050,0000630,6,5,8,1,1,3,1,3,3,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03667,04,1045,050,0000630,8,5,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03668,04,696,050,0000630,9,5,8,1,0,3,4,3,2,5,5,1,3,0,0,0,0,0,0,0,7,1,1,1,1,1,0
03669,04,1393,050,0000630,8,5,7,1,0,2,1,4,1,4,5,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
03670,04,1333,050,0000630,8,5,5,1,1,2,2,2,3,3,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03671,04,667,050,0000630,9,4,8,1,1,1,2,2,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03672,04,667,050,0000630,10,5,10,0,1,5,5,1,1,5,5,5,3,0,0,0,0,0,0,0,7,1,1,1,1,1,1
03673,04,1045,050,0000630,9,8,8,1,1,3,1,2,2,1,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03674,04,667,050,0000630,6,5,6,1,1,4,5,3,5,4,4,4,3,0,0,0,0,1,0,0,7,0,1,0,0,1,0
03675,04,1333,050,0000630,9,3,3,1,1,2,3,1,1,1,3,2,1,0,0,0,0,0,0,0,7,0,0,0,1,1,1
03676,04,348,050,0000630,9,2,8,1,1,2,2,1,1,1,2,1,2,0,0,0,0,0,0,0,7,1,1,0,0,1,0
03677,04,696,050,0000630,5,8,3,1,0,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1,1,0
03678,04,333,050,0000630,8,5,6,1,0,2,1,1,1,3,3,3,1,0,0,0,0,0,1,0,7,1,0,1,1,1,0
03679,04,712,050,0000631,9,4,4,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03680,04,682,050,0000631,6,6,7,1,1,1,1,1,1,2,3,4,4,0,0,0,1,0,0,0,7,0,1,0,1,0,0
03681,04,356,050,0000631,8,5,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0
03682,04,682,050,0000631,10,4,8,1,0,3,5,5,4,5,5,5,3,0,0,0,0,0,0,0,7,1,0,0,1,1,0
03683,04,356,050,0000631,5,6,8,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,1,0,0,0,1,1
03684,04,1363,050,0000631,9,8,10,1,1,3,2,4,4,5,5,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03685,04,712,050,0000631,4,3,8,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03686,04,682,050,0000631,9,2,8,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,7,1,0,1,1,0,0
03687,04,682,050,0000631,6,5,5,1,1,1,1,1,1,2,3,1,1,0,0,0,0,1,0,0,7,1,0,0,1,0,0
03688,04,682,050,0000631,7,4,10,1,0,1,3,1,1,2,2,2,1,0,0,0,0,0,0,0,7,1,1,1,0,1,1
03689,04,712,050,0000631,7,3,4,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03690,04,712,050,0000631,8,5,9,1,1,3,1,1,1,1,4,3,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03691,04,1780,050,0000631,9,7,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03692,04,341,050,0000631,10,7,9,1,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03693,04,612,050,0000632,10,7,10,1,1,1,5,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03694,04,586,050,0000632,10,0,10,1,1,4,3,2,4,2,4,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03695,04,306,050,0000632,8,5,8,1,1,3,4,1,1,1,3,2,4,1,0,0,0,0,0,0,7,0,0,0,1,1,0
03696,04,612,050,0000632,10,5,10,1,1,1,5,1,1,1,5,4,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03697,04,918,050,0000632,8,5,8,1,0,2,5,1,1,1,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
03698,04,612,050,0000632,6,2,10,1,1,1,2,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,1
03699,04,612,050,0000632,10,6,5,1,1,3,1,2,5,1,5,1,2,0,0,1,0,0,0,0,7,1,0,0,1,0,0
03700,04,293,050,0000632,10,5,8,1,1,5,5,5,5,5,5,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03701,04,293,050,0000632,7,5,7,1,1,4,3,3,4,4,4,3,3,0,0,0,0,0,0,0,7,1,0,0,1,0,0
03702,04,306,050,0000632,8,0,0,1,0,5,5,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0
03703,04,586,050,0000632,10,4,8,1,0,3,2,3,4,5,5,5,3,0,0,0,0,0,0,0,5,1,0,0,0,1,1
03704,04,586,050,0000632,10,5,7,1,1,2,3,2,3,2,4,3,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03705,04,293,050,0000632,10,5,10,1,0,5,5,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03706,04,612,050,0000632,8,8,9,1,1,1,4,1,1,1,4,2,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
03707,04,612,050,0000632,8,4,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03708,04,586,050,0000632,10,0,0,1,1,1,1,2,1,3,5,4,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0
03709,04,293,050,0000632,7,7,9,1,1,2,1,1,2,3,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03710,04,612,050,0000632,8,5,8,1,0,1,3,1,1,1,5,3,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03711,04,591,050,0000633,10,4,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03712,04,309,050,0000633,5,0,5,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03713,04,295,050,0000633,9,4,6,1,1,5,1,1,1,2,3,5,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0
03714,04,617,050,0000633,10,5,8,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03715,04,591,050,0000633,9,0,8,0,1,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
03716,04,1234,050,0000633,9,6,9,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03717,04,1772,050,0000633,8,4,9,1,0,2,1,4,4,3,4,2,2,0,0,0,0,1,0,0,7,0,0,0,0,0,0
03718,04,1477,050,0000633,9,8,10,1,1,1,1,1,1,3,4,3,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03719,04,926,050,0000633,9,8,9,1,1,3,5,3,3,3,5,1,4,0,0,0,0,0,1,0,7,1,0,0,1,1,1
03720,04,926,050,0000633,8,5,10,1,1,2,2,1,1,2,3,4,3,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03720,04,591,050,0000633,7,8,9,1,1,3,4,1,1,2,3,3,2,0,0,0,0,0,0,0,7,1,0,0,1,1,1
03721,04,1477,050,0000633,4,3,7,1,0,3,4,1,1,2,3,5,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1
03722,04,591,050,0000633,8,7,8,1,1,3,2,3,2,3,4,5,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0
03723,04,309,050,0000633,10,7,0,1,0,1,3,1,1,1,1,2,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
03724,04,591,050,0000633,9,6,10,1,1,3,2,2,3,3,4,4,3,0,0,0,0,0,0,0,4,1,1,0,0,0,0
03725,04,926,050,0000633,10,8,8,1,1,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,1,1,1,1,0
03726,04,926,050,0000633,5,0,2,1,0,1,2,1,1,1,2,1,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03727,04,617,050,0000633,8,6,7,1,0,2,2,1,1,1,3,2,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03728,04,617,050,0000633,8,2,8,1,1,2,1,1,1,1,2,1,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03729,04,591,050,0000633,8,5,9,1,1,1,2,1,3,3,3,2,2,0,0,0,0,1,0,0,4,1,0,0,0,1,0
03730,04,719,050,0000634,8,7,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03731,04,376,050,0000634,5,3,8,0,1,1,4,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03732,04,719,050,0000634,10,10,10,1,1,1,3,1,1,3,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0,1,1
03733,04,719,050,0000634,9,7,6,1,0,3,2,4,3,4,5,4,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03734,04,751,050,0000634,8,8,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
03735,04,719,050,0000634,10,5,4,1,1,1,3,1,1,2,2,2,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0
03736,04,719,050,0000634,10,8,8,1,1,2,4,1,1,2,3,1,2,0,0,0,0,0,0,0,7,1,0,1,1,1,1
03736,04,751,050,0000634,10,5,10,1,1,1,1,1,2,1,2,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
03736,04,719,050,0000634,9,2,5,1,0,2,1,3,5,1,3,1,3,0,0,0,0,0,0,0,7,1,0,1,1,0,0
03737,04,360,050,0000634,9,8,6,1,1,1,4,1,3,1,3,1,2,0,0,0,0,0,0,0,7,1,1,0,1,1,1
03738,04,719,050,0000634,5,2,5,1,0,3,4,2,3,5,5,4,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
03739,04,719,050,0000634,10,8,10,1,1,3,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
03740,04,751,050,0000634,8,4,6,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
03741,04,360,050,0000634,9,9,8,1,1,1,2,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
03742,04,2158,050,0000634,10,10,10,1,1,5,1,2,1,1,5,5,4,0,0,0,0,0,0,0,7,1,1,1,1,0,0
